Cluster,Recency,Frequency,Monetary
0,0.5094519815478791,0.12121123505662774,0.36933678339549314
0,0.5904025517697759,0.10120887397055993,0.3083885742596642
0,0.05041210188003465,0.23463701329206857,0.7149508848278967
0,0.22180390695444774,0.19228720941923513,0.5859088836263171
0,0.034755785920621715,0.2385055874631871,0.7267386266161912
0,0.13379945882510635,0.2140325380047904,0.6521680031701033
0,0.034755785920621715,0.2385055874631871,0.7267386266161912
0,0.41381784755764317,0.14484180955391102,0.44134034288844587
0,0.05735644305944334,0.23292111160793433,0.7097224453326224
0,0.051510281107329435,0.23436566032467931,0.7141240585679913
0,0.6659669686053775,0.08253739646693388,0.25149563492768856
0,0.2781068236080516,0.1783751237351304,0.5435180526568181
0,0.46931896738605955,0.13112784266713035,0.39955318994681005
0,0.4932365240282838,0.12521796948226133,0.381545506489455
0,0.14347899631846725,0.21164078704420283,0.64488021663733
0,0.5860407525667203,0.10228664627537858,0.31167260115790096
0,0.22010320564178937,0.19270744168766876,0.5871893526705418
0,0.5926112276140182,0.10066312448865372,0.306725647897328
0,0.49044212667638776,0.12590844695138056,0.38364942637223176
0,0.2253621504393486,0.19140799052278956,0.5832298590378618
0,0.6651367030742246,0.08274254969693477,0.2521207472288406
0,0.6446667519372049,0.08780054191285717,0.26753270614993796
0,0.5263853980551709,0.11702709761977975,0.3565875043250494
0,0.40590595555609604,0.1467967867734057,0.4472972576704981
0,0.662554468269685,0.08338060317608667,0.2540649285542282
0,0.026617294630638402,0.24051655589777424,0.7328661494715873
0,0.41533538814266874,0.14446683511381458,0.4401977767435168
0,0.6972797507733026,0.07480021099911854,0.22792003822757873
0,0.633391389158154,0.0905866109555429,0.27602199988630305
0,0.2622986049412291,0.18228123208043975,0.5554201629783312
0,0.23062891774697786,0.1901066064663867,0.5792644757866354
0,0.11045030892892778,0.21980196156778536,0.6697477295032869
0,0.381831229917938,0.1527454953982178,0.4654232746838442
0,0.5452046244729047,0.11237698878007504,0.34241838674702024
0,0.22010320564178937,0.19270744168766876,0.5871893526705418
0,0.4606404532551237,0.13327224724466064,0.40608729950021566
0,0.6295651342775079,0.09153205373031549,0.2789028119921766
0,0.6465314079749364,0.08733979749480325,0.2661287945302604
0,0.25702021324112817,0.18358548844885952,0.5593942983100123
0,0.00018252678597396806,0.2470484156512751,0.752769057562751
0,0.28860925864153675,0.17578004012735718,0.5356107012311061
0,0.22180390695444774,0.19228720941923513,0.5859088836263171
0,0.19048904188759563,0.20002490955787156,0.6094860485545328
0,0.39636015251948986,0.14915549281675156,0.45448435466375847
0,0.1401858077518243,0.21245451258874115,0.6473596796594345
0,0.36047502012181776,0.15802247638304437,0.4815025034951379
0,0.5452046244729047,0.11237698878007504,0.34241838674702024
0,0.2428871709131798,0.18707767158127478,0.5700351575055453
0,0.35709205045379017,0.15885838625566928,0.48404956329054044
0,0.3867015684167749,0.1515420663303548,0.4617563652528702
0,0.21130949528072968,0.19488031050682667,0.5938101942124437
0,0.17343537229639766,0.2042387607521324,0.62232586695147
0,0.2745472364076074,0.1792546746549752,0.5461980889374174
0,0.2955375580369543,0.17406810226404562,0.5303943396990001
0,0.2938456171050214,0.17448616989919696,0.5316682129957817
0,0.6546577916993651,0.08533182076116928,0.2600103875394655
0,0.20086605219407533,0.1974608175869924,0.6016731302189323
0,0.13379945882510635,0.2140325380047904,0.6521680031701033
0,0.035691582799802196,0.23827435812126554,0.7260340590789323
0,0.04171785357550896,0.2367853056818857,0.7214968407426053
0,0.673543323813458,0.08066532821376493,0.24579134797277702
0,0.36047502012181776,0.15802247638304437,0.4815025034951379
0,0.5327859900990117,0.11544555282182986,0.3517684570791584
0,0.1401858077518243,0.21245451258874115,0.6473596796594345
0,0.44289594397833276,0.13765680044640505,0.41944725557526225
0,0.13861737290648124,0.21284206267060624,0.6485405644229124
0,0.6000937832519202,0.09881423350115799,0.3010919832469219
0,0.2833625701128023,0.17707646284766915,0.5395609670395285
0,0.6266423127218592,0.09225426398758692,0.2811034232905537
0,0.013408558405216693,0.2437803489846825,0.7428110926101008
0,0.19048904188759563,0.20002490955787156,0.6094860485545328
0,0.6546577916993651,0.08533182076116928,0.2600103875394655
0,0.014012003191754838,0.24363124169016,0.7423567551180852
0,0.10739678672265483,0.2205564671084724,0.6720467461688727
0,0.5054476867934896,0.12220067032994077,0.3723516428765697
0,0.5212669094083489,0.11829184298041191,0.36044124761123925
0,0.6659669686053775,0.08253739646693388,0.25149563492768856
0,0.015314463250167188,0.24330941225378752,0.7413761244960453
0,0.4635901943437318,0.13254338534531865,0.4038664203109496
0,0.5340108262678369,0.11514290374532603,0.3508462699868371
0,0.510740601922638,0.12089282531636107,0.3683665727610008
0,0.6381692141422642,0.0894060413773887,0.2724247444803471
0,0.5186288324597425,0.11894369469132904,0.3624274728489286
0,0.43838014975137135,0.13877262392325596,0.42284722632537264
0,0.5561078437231592,0.10968287399068766,0.3342092822861532
0,0.6950072382753619,0.07536173410429016,0.22963102762034787
0,0.577057224923457,0.10450641771435257,0.31843635736219034
0,0.11650179536181945,0.21830667850299235,0.6651915261351882
0,0.10150213311084032,0.22201299779995004,0.6764848690892097
0,0.6116073367980854,0.09596930906414787,0.29242335413776654
0,0.34196243155409206,0.1625968169979953,0.49544075144791266
0,0.05735644305944334,0.23292111160793433,0.7097224453326224
0,0.40590595555609604,0.1467967867734057,0.4472972576704981
0,0.09419621331021359,0.22381824321721405,0.6819855434725723
0,0.6546577916993651,0.08533182076116928,0.2600103875394655
0,0.6381692141422642,0.0894060413773887,0.2724247444803471
0,0.5365602790919064,0.11451295048101734,0.3489267704270763
0,0.060965576530088696,0.23202931812593938,0.707005105343972
0,0.6275910946596281,0.09201982612187247,0.2803890792184994
0,0.5620753831637076,0.10820833368346061,0.32971628315283186
0,0.21485388152374957,0.19400451564501112,0.5911416028312393
0,2.895207602970157e-05,0.24708636296645242,0.7528846849575179
0,0.525139387946945,0.11733497863943539,0.35752563341361954
0,0.058514477709764506,0.23263496875356765,0.7088505535366678
0,0.03865307028679113,0.23754259376303746,0.7238043359501715
0,0.0026487223362424675,0.24643903471955214,0.7509122429442054
0,0.5936629050262526,0.10040326181828696,0.3059338331554603
0,0.2692792772455359,0.18055635321088376,0.5501643695435803
0,0.08160409568247036,0.22692967384627502,0.6914662304712547
0,0.633391389158154,0.0905866109555429,0.27602199988630305
0,0.18019458259041296,0.20256860370954508,0.617236813700042
0,0.6177063715762618,0.09446227711149868,0.2878313513122393
0,0.5067469941431377,0.1218796199074644,0.37137338594939795
0,0.11650179536181945,0.21830667850299235,0.6651915261351882
0,0.0007361440249145242,0.24691162042072384,0.7523522355543617
0,0.365456181742008,0.1567916636403794,0.4777521546176127
0,0.6710420433352984,0.08128337840370847,0.2476745782609931
0,0.003547251472066209,0.2462170139954012,0.7502357345325327
0,0.6216800204873552,0.09348041422738218,0.2848395652852626
0,0.46792372387736486,0.13147259829253738,0.4006036778300978
0,0.6186823918245392,0.094221108835848,0.2870964993396128
0,0.2781068236080516,0.1783751237351304,0.5435180526568181
0,0.6156564121464525,0.09496880879638292,0.28937477905716447
0,0.6186823918245392,0.094221108835848,0.2870964993396128
0,0.49733996242434836,0.12420403645785479,0.37845600111779687
0,0.40590595555609604,0.1467967867734057,0.4472972576704981
0,0.026617294630638402,0.24051655589777424,0.7328661494715873
